Free,https://github.com/mai19950/free_site/raw/refs/heads/main/v2ray/base64,1
ripaojiedian,https://raw.githubusercontent.com/ripaojiedian/freenode/main/sub,1
my_cf,https://vle.mai9900.us.kg/mai?base64,1
cm_cf,https://vless.fxxk.dedyn.io/auto?base64,1
3k_cf,https://3k.fxxk.dedyn.io/auto?base64,1
king_cf,https://king361.fxxk.dedyn.io/auto,1
comorg_cf,https://alvless.comorg.us.kg/TCorg?base64,1
